# BUSCO version is: 5.4.3 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1822at3193	Complete	HiC_scaffold_6	20185828	20192681	+	1154.7	925	https://www.orthodb.org/v10?query=1822at3193	histone-lysine N-methyltransferase SUVR5
1914at3193	Complete	HiC_scaffold_2	67705668	67716365	-	1423.8	889	https://www.orthodb.org/v10?query=1914at3193	ATPase, AAA-type, conserved site
1916at3193	Duplicated	HiC_scaffold_277	6389	15206	-	1803.0	1124	https://www.orthodb.org/v10?query=1916at3193	DNA polymerase
1916at3193	Duplicated	HiC_scaffold_9	16389145	16397962	+	1803.0	1124	https://www.orthodb.org/v10?query=1916at3193	DNA polymerase
1998at3193	Complete	HiC_scaffold_2	57674929	57693190	+	1378.1	1135	https://www.orthodb.org/v10?query=1998at3193	nuclear pore complex protein NUP160
2028at3193	Complete	HiC_scaffold_9	22940011	22956883	+	1840.5	1086	https://www.orthodb.org/v10?query=2028at3193	protein NAP1
2050at3193	Complete	HiC_scaffold_2	64376348	64384357	-	1555.7	1223	https://www.orthodb.org/v10?query=2050at3193	autophagy-related protein 2
2203at3193	Complete	HiC_scaffold_10	89090028	89100051	+	1949.5	1275	https://www.orthodb.org/v10?query=2203at3193	WD40-repeat-containing domain
2325at3193	Complete	HiC_scaffold_1	63149508	63166859	+	1649.5	1190	https://www.orthodb.org/v10?query=2325at3193	Dicer dimerisation domain
2329at3193	Complete	HiC_scaffold_5	72033016	72037508	-	2459.9	1195	https://www.orthodb.org/v10?query=2329at3193	magnesium-chelatase subunit ChlH, chloroplastic
2653at3193	Complete	HiC_scaffold_2	1689778	1699097	+	2080.2	1208	https://www.orthodb.org/v10?query=2653at3193	WD40-repeat-containing domain
2661at3193	Complete	HiC_scaffold_5	3245978	3265111	-	1895.1	1192	https://www.orthodb.org/v10?query=2661at3193	ABC transporter C family member 13 isoform X1
2694at3193	Complete	HiC_scaffold_3_MOD	19591389	19605273	-	1977.2	1104	https://www.orthodb.org/v10?query=2694at3193	protein PIR
2770at3193	Complete	HiC_scaffold_2	66215547	66225617	+	1494.7	1042	https://www.orthodb.org/v10?query=2770at3193	nuclear pore complex protein NUP133
2834at3193	Complete	HiC_scaffold_6	204936	229748	-	2169.1	1526	https://www.orthodb.org/v10?query=2834at3193	Putative P-loop containing nucleoside triphosphate hydrolase
2844at3193	Complete	HiC_scaffold_3_MOD	16921845	16937417	+	2039.3	1170	https://www.orthodb.org/v10?query=2844at3193	cleavage and polyadenylation specificity factor subunit 1
2884at3193	Complete	HiC_scaffold_1	49397599	49411491	-	1289.4	888	https://www.orthodb.org/v10?query=2884at3193	protein TONSOKU isoform X1
2921at3193	Complete	HiC_scaffold_6	89677099	89682098	-	1920.8	1197	https://www.orthodb.org/v10?query=2921at3193	pentatricopeptide repeat-containing protein At3g18110, chloroplastic
2926at3193	Duplicated	HiC_scaffold_2	68160842	68170096	+	1834.5	1028	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	HiC_scaffold_8	8489390	8499709	+	1607.0	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
3052at3193	Complete	HiC_scaffold_9	37310875	37329081	+	1413.0	948	https://www.orthodb.org/v10?query=3052at3193	protein CHROMATIN REMODELING 20 isoform X1
3082at3193	Complete	HiC_scaffold_5	36309183	36319178	-	1293.0	935	https://www.orthodb.org/v10?query=3082at3193	Tetratricopeptide-like helical
3272at3193	Complete	HiC_scaffold_6	16377507	16386046	-	1802.9	1088	https://www.orthodb.org/v10?query=3272at3193	DNA ligase
3288at3193	Complete	HiC_scaffold_7	16657004	16670574	-	1267.5	849	https://www.orthodb.org/v10?query=3288at3193	DNA replication ATP-dependent helicase/nuclease DNA2 isoform X1
3322at3193	Complete	HiC_scaffold_10	31397130	31415932	-	1775.5	1245	https://www.orthodb.org/v10?query=3322at3193	Sister chromatid cohesion protein
3441at3193	Complete	HiC_scaffold_7	79575279	79579061	+	2236.9	1112	https://www.orthodb.org/v10?query=3441at3193	5-oxoprolinase
3493at3193	Complete	HiC_scaffold_9	24379951	24397837	+	2225.6	1532	https://www.orthodb.org/v10?query=3493at3193	rRNA biogenesis protein RRP5
3595at3193	Complete	HiC_scaffold_2	69561891	69566558	-	1590.9	1076	https://www.orthodb.org/v10?query=3595at3193	protein TORNADO 1
3662at3193	Complete	HiC_scaffold_3_MOD	14105102	14111669	-	1488.3	1034	https://www.orthodb.org/v10?query=3662at3193	Elongator complex protein 1
3704at3193	Complete	HiC_scaffold_3_MOD	20854675	20874004	+	1816.6	1067	https://www.orthodb.org/v10?query=3704at3193	Four-carbon acid sugar kinase, N-terminal domain
3755at3193	Complete	HiC_scaffold_8	82504466	82514521	-	1500.4	944	https://www.orthodb.org/v10?query=3755at3193	DNA-directed RNA polymerase I subunit 2
3935at3193	Complete	HiC_scaffold_6	22519819	22528664	+	1902.0	1012	https://www.orthodb.org/v10?query=3935at3193	P-type ATPase
3941at3193	Complete	HiC_scaffold_7	91415838	91439616	-	1321.9	987	https://www.orthodb.org/v10?query=3941at3193	trafficking protein particle complex subunit 8
3942at3193	Complete	HiC_scaffold_9	24402567	24410655	-	1722.5	1133	https://www.orthodb.org/v10?query=3942at3193	splicing factor 3B subunit 3
3971at3193	Complete	HiC_scaffold_10	96069727	96082449	-	1485.4	910	https://www.orthodb.org/v10?query=3971at3193	transcription initiation factor TFIID subunit 2
4051at3193	Complete	HiC_scaffold_9	22695273	22703617	+	1529.1	913	https://www.orthodb.org/v10?query=4051at3193	beta-galactosidase
4115at3193	Complete	HiC_scaffold_8	79516246	79529406	+	1672.5	945	https://www.orthodb.org/v10?query=4115at3193	Quinoprotein amine dehydrogenase, beta chain-like RIC1-like guanyl-nucleotide exchange factor
4251at3193	Complete	HiC_scaffold_1	60830953	60835143	+	1650.3	1072	https://www.orthodb.org/v10?query=4251at3193	ARF guanine-nucleotide exchange factor GNL2
4343at3193	Complete	HiC_scaffold_8	77663466	77675467	-	1628.9	999	https://www.orthodb.org/v10?query=4343at3193	tubulin-folding cofactor D
4349at3193	Complete	HiC_scaffold_8	82490836	82501264	+	1761.2	930	https://www.orthodb.org/v10?query=4349at3193	stromal processing peptidase, chloroplastic
4482at3193	Duplicated	HiC_scaffold_6	96297698	96309489	-	1712.2	1213	https://www.orthodb.org/v10?query=4482at3193	WD40-repeat-containing domain
4482at3193	Duplicated	HiC_scaffold_9	72231970	72243738	-	1715.9	1209	https://www.orthodb.org/v10?query=4482at3193	WD40-repeat-containing domain
4483at3193	Complete	HiC_scaffold_7	10448708	10453386	+	1924.4	950	https://www.orthodb.org/v10?query=4483at3193	carbamoyl-phosphate synthase large chain, chloroplastic
4547at3193	Complete	HiC_scaffold_6	81274255	81288238	-	1439.1	1555	https://www.orthodb.org/v10?query=4547at3193	Tetratricopeptide-like helical domain containing protein
4582at3193	Duplicated	HiC_scaffold_5	77094153	77109007	+	1624.0	969	https://www.orthodb.org/v10?query=4582at3193	SH3 domain
4582at3193	Duplicated	HiC_scaffold_8	67285414	67319970	-	1469.6	927	https://www.orthodb.org/v10?query=4582at3193	SH3 domain
4678at3193	Complete	HiC_scaffold_3_MOD	21347072	21379457	+	1631.1	998	https://www.orthodb.org/v10?query=4678at3193	WD40-repeat-containing domain
4777at3193	Complete	HiC_scaffold_6	30182910	30191342	-	1382.8	939	https://www.orthodb.org/v10?query=4777at3193	trafficking protein particle complex subunit 11
4892at3193	Complete	HiC_scaffold_7	89654680	89661040	-	1470.2	920	https://www.orthodb.org/v10?query=4892at3193	E3 ubiquitin-protein ligase UPL7
5135at3193	Complete	HiC_scaffold_9	14064584	14079436	-	1615.3	1182	https://www.orthodb.org/v10?query=5135at3193	Zinc finger, PHD-type
5232at3193	Complete	HiC_scaffold_3_MOD	58859327	58867213	-	1771.8	1067	https://www.orthodb.org/v10?query=5232at3193	F-box protein
5261at3193	Complete	HiC_scaffold_2	82040280	82049859	+	1111.3	736	https://www.orthodb.org/v10?query=5261at3193	Nucleotidyltransferase family protein
5306at3193	Complete	HiC_scaffold_6	90005056	90018683	-	1126.2	900	https://www.orthodb.org/v10?query=5306at3193	Tetratricopeptide repeat
5602at3193	Complete	HiC_scaffold_9	26110849	26117793	+	1067.1	908	https://www.orthodb.org/v10?query=5602at3193	protein PRD1
5603at3193	Complete	HiC_scaffold_5	66252053	66257558	-	1465.1	907	https://www.orthodb.org/v10?query=5603at3193	protein CHROMATIN REMODELING 8
5727at3193	Complete	HiC_scaffold_8	59641870	59651344	-	1448.8	865	https://www.orthodb.org/v10?query=5727at3193	PPM-type phosphatase domain
5761at3193	Complete	HiC_scaffold_6	15491426	15506574	+	1075.2	830	https://www.orthodb.org/v10?query=5761at3193	Nrap protein
5793at3193	Complete	HiC_scaffold_1	11549096	11581306	-	1745.2	1397	https://www.orthodb.org/v10?query=5793at3193	tRNA/rRNA methyltransferase
5796at3193	Complete	HiC_scaffold_2	73507569	73516347	+	1689.6	931	https://www.orthodb.org/v10?query=5796at3193	MIF4G-like domain superfamily
5849at3193	Complete	HiC_scaffold_2	70555545	70564016	-	1403.5	1020	https://www.orthodb.org/v10?query=5849at3193	Armadillo-type fold
5868at3193	Complete	HiC_scaffold_10	20598765	20607385	-	1117.5	954	https://www.orthodb.org/v10?query=5868at3193	transcriptional elongation regulator MINIYO
5921at3193	Duplicated	HiC_scaffold_3_MOD	99605094	99614221	+	1645.7	916	https://www.orthodb.org/v10?query=5921at3193	DNA mismatch repair protein
5921at3193	Duplicated	HiC_scaffold_9	27350591	27356978	-	1747.1	957	https://www.orthodb.org/v10?query=5921at3193	DNA mismatch repair protein
6095at3193	Complete	HiC_scaffold_2	78535020	78545909	+	842.3	655	https://www.orthodb.org/v10?query=6095at3193	Gamma-tubulin complex component
6114at3193	Complete	HiC_scaffold_10	21556279	21562603	-	1440.3	859	https://www.orthodb.org/v10?query=6114at3193	DExH-box ATP-dependent RNA helicase DExH15 chloroplastic
6319at3193	Complete	HiC_scaffold_7	15464196	15483488	-	1448.7	859	https://www.orthodb.org/v10?query=6319at3193	glycine--tRNA ligase, chloroplastic/mitochondrial 2 isoform X1
6412at3193	Complete	HiC_scaffold_8	75711689	75721027	-	1680.5	1101	https://www.orthodb.org/v10?query=6412at3193	DNA mismatch repair protein MSH6
6430at3193	Complete	HiC_scaffold_10	46536538	46545720	+	880.5	696	https://www.orthodb.org/v10?query=6430at3193	protein timeless homolog isoform X1
6485at3193	Complete	HiC_scaffold_3_MOD	42939656	42953900	-	1473.4	979	https://www.orthodb.org/v10?query=6485at3193	nodal modulator 1
6707at3193	Complete	HiC_scaffold_9	6512870	6518413	-	1266.5	789	https://www.orthodb.org/v10?query=6707at3193	Ankyrin repeat-containing domain
6756at3193	Complete	HiC_scaffold_6	29246345	29266191	-	1332.9	807	https://www.orthodb.org/v10?query=6756at3193	Thioredoxin-like fold
7170at3193	Complete	HiC_scaffold_1	65169186	65177645	+	1462.1	906	https://www.orthodb.org/v10?query=7170at3193	protein CTR9 homolog
7277at3193	Complete	HiC_scaffold_3_MOD	107239558	107251185	+	1478.2	840	https://www.orthodb.org/v10?query=7277at3193	Zinc finger, CCHC-type
7476at3193	Complete	HiC_scaffold_1	11472300	11493684	-	1443.0	972	https://www.orthodb.org/v10?query=7476at3193	exportin-4 isoform X1
7510at3193	Complete	HiC_scaffold_6	828795	839192	-	1281.0	865	https://www.orthodb.org/v10?query=7510at3193	nuclear pore complex protein NUP107
7511at3193	Complete	HiC_scaffold_6	77084566	77090020	+	1135.9	739	https://www.orthodb.org/v10?query=7511at3193	F-box protein
7542at3193	Complete	HiC_scaffold_7	75572998	75585785	+	1499.1	920	https://www.orthodb.org/v10?query=7542at3193	serine/threonine-protein kinase RUNKEL
7552at3193	Complete	HiC_scaffold_1	63057124	63063092	-	1752.1	850	https://www.orthodb.org/v10?query=7552at3193	116kDa U5 small nuclear ribonucleoprotein component, C-terminal
7852at3193	Complete	HiC_scaffold_2	66187708	66192490	-	1468.8	800	https://www.orthodb.org/v10?query=7852at3193	vacuolar protein-sorting-associated protein 11 homolog
7936at3193	Duplicated	HiC_scaffold_5	9993734	10008948	+	1284.6	837	https://www.orthodb.org/v10?query=7936at3193	Armadillo-type fold
7936at3193	Duplicated	HiC_scaffold_6	12174691	12179188	-	1290.3	839	https://www.orthodb.org/v10?query=7936at3193	Armadillo-type fold
7942at3193	Complete	HiC_scaffold_2	72431352	72439770	-	1592.3	878	https://www.orthodb.org/v10?query=7942at3193	isoleucine--tRNA ligase, chloroplastic/mitochondrial
7975at3193	Complete	HiC_scaffold_6	7684701	7695157	+	1470.5	860	https://www.orthodb.org/v10?query=7975at3193	transportin MOS14
8030at3193	Complete	HiC_scaffold_8	70250537	70257454	+	1288.6	770	https://www.orthodb.org/v10?query=8030at3193	4-alpha-glucanotransferase DPE2
8229at3193	Complete	HiC_scaffold_5	77170522	77182189	+	1225.7	859	https://www.orthodb.org/v10?query=8229at3193	Peroxisome biogenesis protein 1
8339at3193	Complete	HiC_scaffold_10	43517825	43528685	-	1469.4	799	https://www.orthodb.org/v10?query=8339at3193	Aminoacyl-tRNA synthetase, class Ia
8341at3193	Complete	HiC_scaffold_9	16812277	16827014	-	1366.8	822	https://www.orthodb.org/v10?query=8341at3193	suppressor of RPS4-RLD 1
8477at3193	Complete	HiC_scaffold_2	78933060	78943436	-	1118.6	821	https://www.orthodb.org/v10?query=8477at3193	WD40-repeat-containing domain
8566at3193	Complete	HiC_scaffold_1	65555604	65566105	+	1308.0	1004	https://www.orthodb.org/v10?query=8566at3193	Alpha/beta fold hydrolase
8731at3193	Complete	HiC_scaffold_7	80562434	80570753	-	976.2	807	https://www.orthodb.org/v10?query=8731at3193	Zinc finger, RING-type
8828at3193	Complete	HiC_scaffold_6	51641936	51673012	-	1355.3	819	https://www.orthodb.org/v10?query=8828at3193	Calcium-transporting ATPase
8939at3193	Complete	HiC_scaffold_8	80481084	80489518	-	1492.6	868	https://www.orthodb.org/v10?query=8939at3193	GHMP kinase, C-terminal domain
8953at3193	Complete	HiC_scaffold_9	2832451	2838931	-	1110.4	752	https://www.orthodb.org/v10?query=8953at3193	DNA repair protein UVH3 isoform X1
9250at3193	Complete	HiC_scaffold_7	98673958	98683951	+	1127.0	776	https://www.orthodb.org/v10?query=9250at3193	Gamma-tubulin complex component
9385at3193	Complete	HiC_scaffold_7	97283535	97298907	+	1671.1	1165	https://www.orthodb.org/v10?query=9385at3193	DNA repair protein RAD50
9443at3193	Complete	HiC_scaffold_6	32693833	32710004	+	1927.3	1066	https://www.orthodb.org/v10?query=9443at3193	Cullin-associated NEDD8-dissociated protein 1
9466at3193	Complete	HiC_scaffold_10	26371941	26380542	-	1162.1	862	https://www.orthodb.org/v10?query=9466at3193	importin-9
9508at3193	Complete	HiC_scaffold_6	3428747	3435308	-	1351.6	875	https://www.orthodb.org/v10?query=9508at3193	condensin-2 complex subunit D3
9727at3193	Complete	HiC_scaffold_3_MOD	92464641	92472131	-	1319.8	940	https://www.orthodb.org/v10?query=9727at3193	structural maintenance of chromosomes protein 5
9734at3193	Complete	HiC_scaffold_6	2343390	2348798	-	956.5	845	https://www.orthodb.org/v10?query=9734at3193	MMS19 nucleotide excision repair protein homolog isoform X1
9962at3193	Complete	HiC_scaffold_3_MOD	109955970	109963729	+	1470.3	796	https://www.orthodb.org/v10?query=9962at3193	Dexh-box atp-dependent rna helicase dexh1
10289at3193	Complete	HiC_scaffold_3_MOD	17814231	17821979	-	1322.6	830	https://www.orthodb.org/v10?query=10289at3193	DNA mismatch repair protein MSH3
10307at3193	Complete	HiC_scaffold_8	87078459	87087167	+	1071.8	734	https://www.orthodb.org/v10?query=10307at3193	tRNA wybutosine-synthesizing protein
10341at3193	Complete	HiC_scaffold_8	86905655	86914873	+	1079.3	1207	https://www.orthodb.org/v10?query=10341at3193	Abnormal spindle-like microcephaly-associated protein
10362at3193	Complete	HiC_scaffold_2	57627469	57630081	-	1172.4	692	https://www.orthodb.org/v10?query=10362at3193	pentatricopeptide repeat-containing protein At3g02330
10429at3193	Complete	HiC_scaffold_10	95988364	96025697	-	1445.5	795	https://www.orthodb.org/v10?query=10429at3193	DNA mismatch repair protein MSH2
10454at3193	Complete	HiC_scaffold_3_MOD	11001220	11004255	+	1462.7	837	https://www.orthodb.org/v10?query=10454at3193	elongation factor-like GTPase 1
10535at3193	Complete	HiC_scaffold_2	51616774	51619905	-	1109.3	897	https://www.orthodb.org/v10?query=10535at3193	pentatricopeptide repeat-containing protein At5g57250, mitochondrial
10651at3193	Complete	HiC_scaffold_10	18322710	18328515	-	1433.6	831	https://www.orthodb.org/v10?query=10651at3193	vacuolar protein sorting-associated protein 18 homolog
10797at3193	Complete	HiC_scaffold_9	9645262	9654391	-	1269.5	753	https://www.orthodb.org/v10?query=10797at3193	Alpha-1,6-glucosidases, pullulanase-type
10850at3193	Complete	HiC_scaffold_6	12005304	12010547	+	963.2	971	https://www.orthodb.org/v10?query=10850at3193	CST complex subunit CTC1 isoform X1
10856at3193	Complete	HiC_scaffold_2	69261904	69269053	+	1077.9	649	https://www.orthodb.org/v10?query=10856at3193	1,4-alpha-glucan-branching enzyme 3, chloroplastic/amyloplastic
11121at3193	Complete	HiC_scaffold_5	2500124	2506235	+	1420.0	752	https://www.orthodb.org/v10?query=11121at3193	WD40-repeat-containing domain
11361at3193	Complete	HiC_scaffold_5	69281903	69295110	+	941.7	767	https://www.orthodb.org/v10?query=11361at3193	N-alpha-acetyltransferase 25, NatB auxiliary subunit
11471at3193	Complete	HiC_scaffold_2	70428782	70440148	-	1122.0	664	https://www.orthodb.org/v10?query=11471at3193	ATP-dependent DNA helicase homolog RECG, chloroplastic isoform X1
11532at3193	Complete	HiC_scaffold_9	23070945	23077948	+	1229.8	751	https://www.orthodb.org/v10?query=11532at3193	DNA topoisomerase, type IIA, subunit A/C-terminal
11560at3193	Complete	HiC_scaffold_3_MOD	108946901	108955911	+	1099.3	848	https://www.orthodb.org/v10?query=11560at3193	Kinesin motor domain
11585at3193	Complete	HiC_scaffold_10	19888328	19891342	+	1345.2	749	https://www.orthodb.org/v10?query=11585at3193	protein QUIRKY
11903at3193	Complete	HiC_scaffold_3_MOD	96545208	96553598	-	1109.4	810	https://www.orthodb.org/v10?query=11903at3193	putative acyl-activating enzyme 19 isoform X1
12298at3193	Complete	HiC_scaffold_2	66982705	66992365	-	1307.5	761	https://www.orthodb.org/v10?query=12298at3193	WD40-repeat-containing domain
12299at3193	Complete	HiC_scaffold_3_MOD	101147516	101150473	+	1283.3	794	https://www.orthodb.org/v10?query=12299at3193	pentatricopeptide repeat-containing protein At1g06710, mitochondrial
12350at3193	Complete	HiC_scaffold_8	66466241	66471790	-	1433.1	734	https://www.orthodb.org/v10?query=12350at3193	Alpha-1,4 glucan phosphorylase
12643at3193	Complete	HiC_scaffold_8	56302506	56317155	+	1224.0	741	https://www.orthodb.org/v10?query=12643at3193	D-alanine--D-alanine ligase
12744at3193	Complete	HiC_scaffold_2	70332739	70338587	+	832.3	779	https://www.orthodb.org/v10?query=12744at3193	BTB/POZ domain
12893at3193	Complete	HiC_scaffold_7	49669778	49679816	-	1359.8	756	https://www.orthodb.org/v10?query=12893at3193	Aminoacyl-tRNA synthetase, class Ia
12903at3193	Complete	HiC_scaffold_6	22022191	22027847	+	1432.4	832	https://www.orthodb.org/v10?query=12903at3193	probable ubiquitin conjugation factor E4
12990at3193	Complete	HiC_scaffold_9	72124773	72147029	-	1241.3	848	https://www.orthodb.org/v10?query=12990at3193	Pentatricopeptide repeat
13044at3193	Complete	HiC_scaffold_10	40614281	40621247	+	1071.1	681	https://www.orthodb.org/v10?query=13044at3193	aminodeoxychorismate synthase, chloroplastic
13120at3193	Complete	HiC_scaffold_10	15691361	15697523	-	1439.6	743	https://www.orthodb.org/v10?query=13120at3193	DNA helicase
13163at3193	Complete	HiC_scaffold_3_MOD	511834	530656	-	1042.9	652	https://www.orthodb.org/v10?query=13163at3193	WD40-repeat-containing domain
13313at3193	Complete	HiC_scaffold_3_MOD	49552084	49554696	+	1056.2	660	https://www.orthodb.org/v10?query=13313at3193	pentatricopeptide repeat-containing protein At1g15510, chloroplastic
13359at3193	Complete	HiC_scaffold_9	12894591	12899328	+	986.9	658	https://www.orthodb.org/v10?query=13359at3193	Zinc finger, NF-X1-type
13414at3193	Complete	HiC_scaffold_6	84573932	84587810	+	1198.1	752	https://www.orthodb.org/v10?query=13414at3193	DNA helicase
13438at3193	Complete	HiC_scaffold_10	6724807	6730447	+	603.8	569	https://www.orthodb.org/v10?query=13438at3193	Zinc finger, RanBP2-type
13495at3193	Complete	HiC_scaffold_6	88604635	88613202	+	1304.0	729	https://www.orthodb.org/v10?query=13495at3193	conserved oligomeric Golgi complex subunit 7
13740at3193	Complete	HiC_scaffold_10	91938865	91942873	-	1234.8	795	https://www.orthodb.org/v10?query=13740at3193	DIS3-like exonuclease 2
13964at3193	Complete	HiC_scaffold_10	101968229	101970601	+	1165.9	678	https://www.orthodb.org/v10?query=13964at3193	pentatricopeptide repeat-containing protein At5g16860
13979at3193	Complete	HiC_scaffold_1	54799046	54813009	-	1229.3	759	https://www.orthodb.org/v10?query=13979at3193	UTP--glucose-1-phosphate uridylyltransferase
13985at3193	Complete	HiC_scaffold_1	3798363	3802767	-	1374.6	751	https://www.orthodb.org/v10?query=13985at3193	probable glucan 1,3-alpha-glucosidase
14027at3193	Complete	HiC_scaffold_7	15138404	15149542	+	1030.6	679	https://www.orthodb.org/v10?query=14027at3193	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
14087at3193	Complete	HiC_scaffold_9	6617046	6627784	-	1260.4	685	https://www.orthodb.org/v10?query=14087at3193	probable polyribonucleotide nucleotidyltransferase 1, chloroplastic
14127at3193	Complete	HiC_scaffold_9	7142627	7149776	-	783.9	521	https://www.orthodb.org/v10?query=14127at3193	pentatricopeptide repeat-containing protein At5g02830, chloroplastic
14136at3193	Complete	HiC_scaffold_3_MOD	26649671	26659087	+	1365.9	765	https://www.orthodb.org/v10?query=14136at3193	Probable alanine--tRNA ligase, chloroplastic
14163at3193	Complete	HiC_scaffold_3_MOD	111316199	111320385	+	1203.8	928	https://www.orthodb.org/v10?query=14163at3193	Smg8/Smg9
14585at3193	Complete	HiC_scaffold_8	76022807	76028708	+	1193.7	900	https://www.orthodb.org/v10?query=14585at3193	WD40-repeat-containing domain
15047at3193	Complete	HiC_scaffold_3_MOD	12757115	12762514	-	1150.4	724	https://www.orthodb.org/v10?query=15047at3193	endoplasmic reticulum metallopeptidase 1
15187at3193	Complete	HiC_scaffold_7	6293157	6309913	-	1218.4	695	https://www.orthodb.org/v10?query=15187at3193	Urease
15195at3193	Complete	HiC_scaffold_7	89395995	89401626	+	1282.8	789	https://www.orthodb.org/v10?query=15195at3193	WD40 repeat
15224at3193	Complete	HiC_scaffold_10	15424088	15426589	+	1049.1	681	https://www.orthodb.org/v10?query=15224at3193	putative pentatricopeptide repeat-containing protein At5g13230, mitochondrial
15229at3193	Complete	HiC_scaffold_10	8353924	8356434	+	1076.8	689	https://www.orthodb.org/v10?query=15229at3193	pentatricopeptide repeat-containing protein At4g21300
15289at3193	Complete	HiC_scaffold_7	2404980	2416884	+	1159.4	780	https://www.orthodb.org/v10?query=15289at3193	P-loop containing nucleoside triphosphate hydrolase
15318at3193	Complete	HiC_scaffold_3_MOD	108551779	108558506	-	984.2	689	https://www.orthodb.org/v10?query=15318at3193	Sec1-like protein
15405at3193	Complete	HiC_scaffold_10	222319	237204	-	1119.9	661	https://www.orthodb.org/v10?query=15405at3193	DNA mismatch repair protein MSH4
